ID,contents,Required_BW,Source,Destinations
4020,1,51,0,1;5
4021,12,65,4,1;0
4022,3,72,4,10;5
4023,14,50,0,5;7
4024,3,71,4,10;5
4025,14,74,0,5;7
4026,9,71,9,10;0
4027,6,55,9,1;4
4028,9,69,9,10;0
4029,14,50,0,5;7
4030,12,50,4,1;0
4031,12,69,4,1;0
4032,3,77,4,10;5
4033,1,67,0,1;5
4034,3,67,4,10;5
4035,14,65,0,5;7
4036,9,67,9,10;0
4037,14,52,0,5;7
4038,14,61,0,5;7
4039,3,72,4,10;5
4040,14,70,0,5;7
4041,6,64,9,1;4
4042,9,67,9,10;0
4043,14,72,0,5;7
4044,14,54,0,5;7
4045,9,51,9,10;0
4046,6,77,9,1;4
4047,12,77,4,1;0
4048,9,68,9,10;0
4049,1,76,0,1;5
4050,6,80,9,1;4
4051,14,79,0,5;7
4052,1,51,0,1;5
4053,12,57,4,1;0
4054,6,77,9,1;4
4055,14,56,0,5;7
4056,14,58,0,5;7
4057,1,78,0,1;5
4058,14,78,0,5;7
4059,1,62,0,1;5
4060,3,79,4,10;5
4061,3,58,4,10;5
4062,3,54,4,10;5
4063,3,71,4,10;5
4064,14,68,0,5;7
4065,14,71,0,5;7
4066,3,75,4,10;5
4067,6,59,9,1;4
4068,1,69,0,1;5
4069,6,75,9,1;4
4070,1,52,0,1;5
4071,1,57,0,1;5
4072,1,78,0,1;5
4073,9,59,9,10;0
4074,6,80,9,1;4
4075,3,56,4,10;5
4076,12,66,4,1;0
4077,1,69,0,1;5
4078,12,54,4,1;0
4079,1,73,0,1;5
4080,1,71,0,1;5
4081,3,77,4,10;5
4082,1,56,0,1;5
4083,1,80,0,1;5
4084,9,79,9,10;0
4085,1,64,0,1;5
4086,3,76,4,10;5
4087,6,64,9,1;4
4088,14,55,0,5;7
4089,6,61,9,1;4
4090,14,72,0,5;7
4091,9,64,9,10;0
4092,6,67,9,1;4
4093,14,75,0,5;7
4094,14,65,0,5;7
4095,6,57,9,1;4
4096,14,53,0,5;7
4097,12,51,4,1;0
4098,1,67,0,1;5
4099,14,74,0,5;7
4100,12,71,4,1;0
4101,9,60,9,10;0
4102,14,77,0,5;7
4103,3,70,4,10;5
4104,14,71,0,5;7
4105,3,74,4,10;5
4106,1,77,0,1;5
4107,9,77,9,10;0
4108,6,50,9,1;4
4109,3,77,4,10;5
4110,12,58,4,1;0
4111,3,72,4,10;5
4112,1,51,0,1;5
4113,1,67,0,1;5
4114,14,52,0,5;7
4115,6,61,9,1;4
4116,3,64,4,10;5
4117,6,51,9,1;4
4118,6,59,9,1;4
4119,3,60,4,10;5
4120,6,55,9,1;4
4121,6,68,9,1;4
4122,14,60,0,5;7
4123,12,54,4,1;0
4124,1,71,0,1;5
4125,12,67,4,1;0
4126,9,78,9,10;0
4127,3,55,4,10;5
4128,1,59,0,1;5
4129,1,79,0,1;5
4130,1,69,0,1;5
4131,1,67,0,1;5
4132,9,66,9,10;0
4133,6,76,9,1;4
4134,12,79,4,1;0
4135,9,59,9,10;0
4136,1,70,0,1;5
4137,9,58,9,10;0
4138,12,78,4,1;0
4139,12,62,4,1;0
4140,14,60,0,5;7
4141,14,53,0,5;7
4142,14,64,0,5;7
4143,9,71,9,10;0
4144,9,56,9,10;0
4145,3,72,4,10;5
4146,12,58,4,1;0
4147,3,50,4,10;5
4148,6,73,9,1;4
4149,1,76,0,1;5
4150,3,53,4,10;5
4151,3,70,4,10;5
4152,3,78,4,10;5
4153,14,74,0,5;7
4154,14,79,0,5;7
4155,3,75,4,10;5
4156,9,62,9,10;0
4157,14,60,0,5;7
4158,14,59,0,5;7
4159,3,67,4,10;5
4160,14,74,0,5;7
4161,14,76,0,5;7
4162,9,57,9,10;0
4163,1,79,0,1;5
4164,3,70,4,10;5
4165,9,70,9,10;0
4166,3,63,4,10;5
4167,3,80,4,10;5
4168,12,77,4,1;0
4169,3,65,4,10;5
4170,1,60,0,1;5
4171,1,50,0,1;5
4172,6,50,9,1;4
4173,6,61,9,1;4
4174,9,72,9,10;0
4175,9,72,9,10;0
4176,6,73,9,1;4
4177,14,78,0,5;7
4178,1,50,0,1;5
4179,14,59,0,5;7
4180,3,56,4,10;5
4181,12,70,4,1;0
4182,1,62,0,1;5
4183,14,63,0,5;7
4184,3,63,4,10;5
4185,12,66,4,1;0
4186,9,52,9,10;0
4187,1,55,0,1;5
4188,14,70,0,5;7
4189,14,57,0,5;7
4190,12,56,4,1;0
4191,9,59,9,10;0
4192,3,53,4,10;5
4193,3,58,4,10;5
4194,9,64,9,10;0
4195,1,68,0,1;5
4196,12,80,4,1;0
4197,3,57,4,10;5
4198,1,77,0,1;5
4199,12,66,4,1;0
4200,12,63,4,1;0
4201,3,51,4,10;5
4202,12,61,4,1;0
4203,6,68,9,1;4
4204,9,72,9,10;0
4205,12,65,4,1;0
4206,9,69,9,10;0
4207,12,55,4,1;0
4208,14,78,0,5;7
4209,9,77,9,10;0
4210,14,64,0,5;7
4211,14,57,0,5;7
4212,1,69,0,1;5
4213,6,72,9,1;4
4214,6,77,9,1;4
4215,1,77,0,1;5
4216,3,70,4,10;5
4217,12,50,4,1;0
4218,12,69,4,1;0
4219,1,60,0,1;5
4220,12,65,4,1;0
4221,3,61,4,10;5
4222,9,64,9,10;0
4223,6,67,9,1;4
4224,9,67,9,10;0
4225,12,79,4,1;0
4226,12,66,4,1;0
4227,14,50,0,5;7
4228,12,70,4,1;0
4229,6,77,9,1;4
4230,9,67,9,10;0
4231,9,57,9,10;0
4232,3,76,4,10;5
4233,1,58,0,1;5
4234,12,73,4,1;0
4235,12,61,4,1;0
4236,9,79,9,10;0
4237,12,66,4,1;0
4238,9,60,9,10;0
4239,1,80,0,1;5
4240,6,56,9,1;4
4241,14,52,0,5;7
4242,12,74,4,1;0
4243,6,52,9,1;4
4244,3,62,4,10;5
4245,14,77,0,5;7
4246,9,80,9,10;0
4247,6,79,9,1;4
4248,1,62,0,1;5
4249,9,67,9,10;0
4250,14,71,0,5;7
4251,3,65,4,10;5
4252,14,73,0,5;7
4253,6,71,9,1;4
4254,1,74,0,1;5
4255,6,61,9,1;4
4256,9,74,9,10;0
4257,6,58,9,1;4
4258,3,59,4,10;5
4259,14,70,0,5;7
4260,1,66,0,1;5
4261,6,65,9,1;4
4262,6,50,9,1;4
4263,3,56,4,10;5
4264,14,50,0,5;7
4265,1,79,0,1;5
4266,1,57,0,1;5
4267,6,53,9,1;4
4268,14,76,0,5;7
4269,12,60,4,1;0
4270,1,72,0,1;5
4271,12,51,4,1;0
4272,9,67,9,10;0
4273,14,63,0,5;7
4274,9,50,9,10;0
4275,12,78,4,1;0
4276,6,56,9,1;4
4277,14,79,0,5;7
4278,6,75,9,1;4
4279,14,76,0,5;7
4280,14,67,0,5;7
4281,3,61,4,10;5
4282,1,70,0,1;5
4283,6,52,9,1;4
4284,3,59,4,10;5
4285,1,72,0,1;5
4286,3,78,4,10;5
4287,3,50,4,10;5
4288,1,53,0,1;5
4289,12,66,4,1;0
4290,3,66,4,10;5
4291,1,64,0,1;5
4292,1,75,0,1;5
4293,6,64,9,1;4
4294,14,59,0,5;7
4295,6,79,9,1;4
4296,1,58,0,1;5
4297,12,52,4,1;0
4298,3,73,4,10;5
4299,3,58,4,10;5
4300,12,57,4,1;0
4301,9,51,9,10;0
4302,12,68,4,1;0
4303,1,72,0,1;5
4304,12,79,4,1;0
4305,3,69,4,10;5
4306,6,52,9,1;4
4307,14,60,0,5;7
4308,6,54,9,1;4
4309,14,52,0,5;7
4310,1,54,0,1;5
4311,12,64,4,1;0
4312,1,71,0,1;5
4313,3,57,4,10;5
4314,6,55,9,1;4
4315,14,51,0,5;7
4316,6,73,9,1;4
4317,6,51,9,1;4
4318,6,76,9,1;4
4319,6,53,9,1;4
4320,3,70,4,10;5
4321,9,72,9,10;0
4322,1,54,0,1;5
4323,9,64,9,10;0
4324,3,54,4,10;5
4325,1,75,0,1;5
4326,12,62,4,1;0
4327,12,78,4,1;0
4328,1,51,0,1;5
4329,1,68,0,1;5
4330,6,74,9,1;4
4331,9,71,9,10;0
4332,1,78,0,1;5
4333,9,50,9,10;0
4334,9,51,9,10;0
4335,6,56,9,1;4
4336,12,76,4,1;0
4337,9,63,9,10;0
4338,9,50,9,10;0
4339,6,67,9,1;4
4340,6,74,9,1;4
4341,12,80,4,1;0
4342,12,72,4,1;0
4343,1,57,0,1;5
4344,14,79,0,5;7
4345,3,69,4,10;5
4346,14,54,0,5;7
4347,9,80,9,10;0
4348,9,66,9,10;0
4349,1,69,0,1;5
4350,6,54,9,1;4
4351,12,67,4,1;0
4352,3,60,4,10;5
4353,1,56,0,1;5
4354,1,64,0,1;5
4355,6,60,9,1;4
4356,9,77,9,10;0
4357,3,54,4,10;5
4358,9,59,9,10;0
4359,12,50,4,1;0
4360,14,70,0,5;7
4361,9,59,9,10;0
4362,14,70,0,5;7
4363,12,55,4,1;0
4364,14,68,0,5;7
4365,3,50,4,10;5
4366,6,61,9,1;4
4367,12,65,4,1;0
4368,14,72,0,5;7
4369,1,74,0,1;5
4370,9,62,9,10;0
4371,12,57,4,1;0
4372,3,57,4,10;5
4373,3,51,4,10;5
4374,6,55,9,1;4
4375,6,76,9,1;4
4376,6,70,9,1;4
4377,1,68,0,1;5
4378,12,67,4,1;0
4379,3,57,4,10;5
4380,1,79,0,1;5
4381,3,67,4,10;5
4382,12,64,4,1;0
4383,14,63,0,5;7
4384,14,80,0,5;7
4385,3,80,4,10;5
4386,1,57,0,1;5
4387,1,62,0,1;5
4388,9,65,9,10;0
4389,14,77,0,5;7
4390,9,55,9,10;0
4391,1,78,0,1;5
4392,14,67,0,5;7
4393,9,62,9,10;0
4394,14,54,0,5;7
4395,3,78,4,10;5
4396,14,69,0,5;7
4397,1,73,0,1;5
4398,6,76,9,1;4
4399,9,51,9,10;0
4400,12,67,4,1;0
4401,3,56,4,10;5
4402,9,63,9,10;0
4403,1,68,0,1;5
4404,3,77,4,10;5
4405,12,67,4,1;0
4406,3,79,4,10;5
4407,1,59,0,1;5
4408,6,51,9,1;4
4409,1,75,0,1;5
4410,12,51,4,1;0
4411,14,57,0,5;7
4412,6,63,9,1;4
4413,1,61,0,1;5
4414,1,50,0,1;5
4415,12,52,4,1;0
4416,3,60,4,10;5
4417,6,59,9,1;4
4418,12,62,4,1;0
4419,9,67,9,10;0
4420,6,74,9,1;4
4421,6,62,9,1;4
4422,14,56,0,5;7
4423,6,66,9,1;4
4424,6,66,9,1;4
4425,6,52,9,1;4
4426,12,65,4,1;0
4427,3,63,4,10;5
4428,3,51,4,10;5
4429,1,67,0,1;5
4430,1,58,0,1;5
4431,3,58,4,10;5
4432,12,65,4,1;0
4433,1,53,0,1;5
4434,14,53,0,5;7
4435,12,61,4,1;0
4436,1,52,0,1;5
4437,9,72,9,10;0
4438,14,63,0,5;7
4439,14,78,0,5;7
4440,14,55,0,5;7
4441,3,69,4,10;5
4442,6,80,9,1;4
4443,12,75,4,1;0
4444,3,58,4,10;5
4445,1,59,0,1;5
4446,14,53,0,5;7
4447,3,59,4,10;5
4448,3,67,4,10;5
4449,14,64,0,5;7
4450,14,66,0,5;7
4451,14,59,0,5;7
4452,6,52,9,1;4
4453,6,78,9,1;4
4454,6,57,9,1;4
4455,12,57,4,1;0
4456,9,50,9,10;0
4457,1,56,0,1;5
4458,14,55,0,5;7
4459,3,79,4,10;5
4460,3,58,4,10;5
4461,14,71,0,5;7
4462,14,80,0,5;7
4463,14,64,0,5;7
4464,9,54,9,10;0
4465,3,58,4,10;5
4466,3,57,4,10;5
4467,14,55,0,5;7
4468,6,60,9,1;4
4469,1,77,0,1;5
4470,9,79,9,10;0
4471,1,68,0,1;5
4472,1,51,0,1;5
4473,9,56,9,10;0
4474,9,61,9,10;0
4475,6,67,9,1;4
4476,6,71,9,1;4
4477,1,76,0,1;5
4478,6,53,9,1;4
4479,14,69,0,5;7
4480,14,77,0,5;7
4481,1,57,0,1;5
4482,6,73,9,1;4
4483,3,60,4,10;5
4484,12,68,4,1;0
4485,9,52,9,10;0
4486,3,77,4,10;5
4487,9,77,9,10;0
4488,9,63,9,10;0
4489,9,66,9,10;0
4490,3,76,4,10;5
4491,14,57,0,5;7
4492,14,67,0,5;7
4493,1,77,0,1;5
4494,6,72,9,1;4
4495,3,61,4,10;5
4496,12,80,4,1;0
4497,12,69,4,1;0
4498,1,59,0,1;5
4499,1,68,0,1;5
4500,9,55,9,10;0
4501,1,54,0,1;5
4502,12,74,4,1;0
4503,3,64,4,10;5
4504,9,64,9,10;0
4505,3,54,4,10;5
4506,1,80,0,1;5
4507,1,68,0,1;5
4508,12,76,4,1;0
4509,6,55,9,1;4
4510,1,75,0,1;5
4511,9,67,9,10;0
4512,1,59,0,1;5
4513,3,65,4,10;5
4514,14,63,0,5;7
4515,6,51,9,1;4
4516,6,53,9,1;4
4517,12,66,4,1;0
4518,14,62,0,5;7
4519,1,65,0,1;5
4520,6,70,9,1;4
4521,3,55,4,10;5
4522,12,51,4,1;0
4523,12,54,4,1;0
4524,6,54,9,1;4
4525,1,59,0,1;5
4526,6,67,9,1;4
4527,6,70,9,1;4
4528,6,80,9,1;4
4529,3,78,4,10;5
4530,6,75,9,1;4
4531,9,67,9,10;0
4532,6,57,9,1;4
4533,6,78,9,1;4
4534,9,69,9,10;0
4535,9,61,9,10;0
4536,6,74,9,1;4
4537,1,68,0,1;5
4538,14,50,0,5;7
4539,9,73,9,10;0
4540,12,73,4,1;0
4541,1,72,0,1;5
4542,9,55,9,10;0
4543,14,52,0,5;7
4544,6,56,9,1;4
4545,9,77,9,10;0
4546,3,66,4,10;5
4547,3,66,4,10;5
4548,14,65,0,5;7
4549,1,67,0,1;5
4550,14,68,0,5;7
4551,9,66,9,10;0
4552,14,65,0,5;7
4553,12,61,4,1;0
4554,3,76,4,10;5
4555,6,67,9,1;4
4556,6,57,9,1;4
4557,1,65,0,1;5
4558,12,58,4,1;0
4559,9,68,9,10;0
4560,12,56,4,1;0
4561,14,52,0,5;7
4562,14,63,0,5;7
4563,12,69,4,1;0
4564,14,55,0,5;7
4565,14,66,0,5;7
4566,3,72,4,10;5
4567,3,76,4,10;5
4568,14,50,0,5;7
4569,14,68,0,5;7
4570,1,57,0,1;5
4571,9,67,9,10;0
4572,1,79,0,1;5
4573,9,80,9,10;0
4574,6,65,9,1;4
4575,9,52,9,10;0
4576,12,79,4,1;0
4577,6,73,9,1;4
4578,12,73,4,1;0
4579,12,56,4,1;0
4580,3,53,4,10;5
4581,3,58,4,10;5
4582,6,77,9,1;4
4583,12,54,4,1;0
4584,12,70,4,1;0
4585,6,76,9,1;4
4586,6,71,9,1;4
4587,9,79,9,10;0
4588,9,64,9,10;0
4589,6,55,9,1;4
4590,12,67,4,1;0
4591,12,51,4,1;0
4592,9,62,9,10;0
4593,3,70,4,10;5
4594,9,51,9,10;0
4595,3,57,4,10;5
4596,1,58,0,1;5
4597,14,68,0,5;7
4598,1,80,0,1;5
4599,14,74,0,5;7
4600,3,53,4,10;5
4601,1,64,0,1;5
4602,9,60,9,10;0
4603,1,70,0,1;5
4604,14,66,0,5;7
4605,3,52,4,10;5
4606,9,50,9,10;0
4607,6,58,9,1;4
4608,3,68,4,10;5
4609,14,70,0,5;7
4610,3,63,4,10;5
4611,1,50,0,1;5
4612,9,76,9,10;0
4613,1,57,0,1;5
4614,1,58,0,1;5
4615,6,58,9,1;4
4616,9,74,9,10;0
4617,1,65,0,1;5
4618,1,69,0,1;5
4619,3,66,4,10;5
4620,1,52,0,1;5
4621,1,57,0,1;5
4622,9,60,9,10;0
4623,12,65,4,1;0
4624,1,64,0,1;5
4625,1,54,0,1;5
4626,9,75,9,10;0
4627,1,71,0,1;5
4628,1,77,0,1;5
4629,6,59,9,1;4
4630,1,77,0,1;5
4631,6,66,9,1;4
4632,3,71,4,10;5
4633,9,55,9,10;0
4634,6,50,9,1;4
4635,12,70,4,1;0
4636,6,79,9,1;4
4637,12,57,4,1;0
4638,14,66,0,5;7
4639,3,68,4,10;5
4640,14,79,0,5;7
4641,1,61,0,1;5
4642,9,51,9,10;0
4643,3,60,4,10;5
4644,9,70,9,10;0
4645,9,69,9,10;0
4646,6,62,9,1;4
4647,1,70,0,1;5
4648,1,71,0,1;5
4649,9,66,9,10;0
4650,3,69,4,10;5
4651,3,53,4,10;5
4652,14,59,0,5;7
4653,3,56,4,10;5
4654,14,73,0,5;7
4655,14,68,0,5;7
4656,12,51,4,1;0
4657,6,78,9,1;4
4658,14,79,0,5;7
4659,6,51,9,1;4
4660,12,53,4,1;0
4661,1,73,0,1;5
4662,1,76,0,1;5
4663,12,73,4,1;0
4664,9,78,9,10;0
4665,3,80,4,10;5
4666,14,76,0,5;7
4667,14,78,0,5;7
4668,14,80,0,5;7
4669,14,55,0,5;7
4670,9,79,9,10;0
4671,1,62,0,1;5
4672,3,60,4,10;5
4673,9,73,9,10;0
4674,3,52,4,10;5
4675,6,71,9,1;4
4676,12,63,4,1;0
4677,3,60,4,10;5
4678,1,52,0,1;5
4679,6,54,9,1;4
4680,1,56,0,1;5
4681,6,61,9,1;4
4682,3,53,4,10;5
4683,12,60,4,1;0
4684,3,75,4,10;5
4685,3,77,4,10;5
4686,9,52,9,10;0
4687,9,56,9,10;0
4688,9,68,9,10;0
4689,6,63,9,1;4
4690,14,63,0,5;7
4691,12,50,4,1;0
4692,6,66,9,1;4
4693,6,65,9,1;4
4694,12,72,4,1;0
4695,1,53,0,1;5
4696,1,71,0,1;5
4697,9,79,9,10;0
4698,14,61,0,5;7
4699,14,67,0,5;7
4700,9,66,9,10;0
4701,14,57,0,5;7
4702,6,80,9,1;4
4703,6,60,9,1;4
4704,9,51,9,10;0
4705,9,61,9,10;0
4706,6,77,9,1;4
4707,1,51,0,1;5
4708,1,72,0,1;5
4709,12,53,4,1;0
4710,3,68,4,10;5
4711,9,51,9,10;0
4712,12,53,4,1;0
4713,3,67,4,10;5
4714,1,59,0,1;5
4715,12,63,4,1;0
4716,9,52,9,10;0
4717,6,60,9,1;4
4718,9,60,9,10;0
4719,3,63,4,10;5
4720,14,80,0,5;7
4721,9,54,9,10;0
4722,14,65,0,5;7
4723,1,68,0,1;5
4724,9,70,9,10;0
4725,12,69,4,1;0
4726,14,80,0,5;7
4727,9,71,9,10;0
4728,6,73,9,1;4
4729,9,51,9,10;0
4730,6,51,9,1;4
4731,1,55,0,1;5
4732,6,70,9,1;4
4733,3,61,4,10;5
4734,12,67,4,1;0
4735,1,61,0,1;5
4736,12,51,4,1;0
4737,6,72,9,1;4
4738,1,77,0,1;5
4739,14,73,0,5;7
4740,14,71,0,5;7
4741,1,75,0,1;5
4742,3,63,4,10;5
4743,3,50,4,10;5
4744,12,67,4,1;0
4745,12,62,4,1;0
4746,3,67,4,10;5
4747,3,59,4,10;5
4748,1,59,0,1;5
4749,12,66,4,1;0
4750,6,75,9,1;4
4751,12,60,4,1;0
4752,6,50,9,1;4
4753,9,65,9,10;0
4754,1,60,0,1;5
4755,6,51,9,1;4
4756,1,69,0,1;5
4757,9,72,9,10;0
4758,3,60,4,10;5
4759,14,73,0,5;7
4760,14,52,0,5;7
4761,14,71,0,5;7
4762,6,56,9,1;4
4763,3,72,4,10;5
4764,9,74,9,10;0
4765,12,67,4,1;0
4766,1,65,0,1;5
4767,3,50,4,10;5
4768,9,51,9,10;0
4769,6,79,9,1;4
4770,12,65,4,1;0
4771,14,66,0,5;7
4772,12,58,4,1;0
4773,1,70,0,1;5
4774,9,53,9,10;0
4775,12,60,4,1;0
4776,12,54,4,1;0
4777,9,70,9,10;0
4778,1,50,0,1;5
4779,3,59,4,10;5
4780,6,80,9,1;4
4781,14,62,0,5;7
4782,9,61,9,10;0
4783,6,50,9,1;4
4784,12,71,4,1;0
4785,1,51,0,1;5
4786,6,73,9,1;4
4787,3,54,4,10;5
4788,14,70,0,5;7
4789,12,57,4,1;0
4790,14,53,0,5;7
4791,9,77,9,10;0
4792,9,53,9,10;0
4793,9,57,9,10;0
4794,6,78,9,1;4
4795,1,58,0,1;5
4796,1,67,0,1;5
4797,12,57,4,1;0
4798,3,69,4,10;5
4799,1,75,0,1;5
4800,12,69,4,1;0
4801,1,52,0,1;5
4802,1,51,0,1;5
4803,6,50,9,1;4
4804,1,61,0,1;5
4805,3,55,4,10;5
4806,1,65,0,1;5
4807,14,71,0,5;7
4808,3,64,4,10;5
4809,12,80,4,1;0
4810,3,71,4,10;5
4811,14,65,0,5;7
4812,3,79,4,10;5
4813,14,66,0,5;7
4814,9,68,9,10;0
4815,6,59,9,1;4
4816,3,62,4,10;5
4817,1,65,0,1;5
4818,6,60,9,1;4
4819,1,60,0,1;5
4820,6,56,9,1;4
4821,14,53,0,5;7
4822,9,68,9,10;0
4823,6,63,9,1;4
4824,12,68,4,1;0
4825,1,63,0,1;5
4826,6,56,9,1;4
4827,9,78,9,10;0
4828,14,67,0,5;7
4829,14,74,0,5;7
4830,9,69,9,10;0
4831,3,58,4,10;5
4832,14,57,0,5;7
4833,12,69,4,1;0
4834,14,71,0,5;7
4835,9,64,9,10;0
4836,9,75,9,10;0
4837,12,78,4,1;0
4838,6,56,9,1;4
4839,9,72,9,10;0
4840,6,62,9,1;4
4841,3,57,4,10;5
4842,12,60,4,1;0
4843,1,67,0,1;5
4844,9,57,9,10;0
4845,14,70,0,5;7
4846,9,55,9,10;0
4847,1,75,0,1;5
4848,6,64,9,1;4
4849,3,70,4,10;5
4850,9,74,9,10;0
4851,9,55,9,10;0
4852,3,58,4,10;5
4853,9,62,9,10;0
4854,9,57,9,10;0
4855,1,50,0,1;5
4856,3,78,4,10;5
4857,14,80,0,5;7
4858,12,56,4,1;0
4859,12,61,4,1;0
4860,14,55,0,5;7
4861,6,62,9,1;4
4862,14,52,0,5;7
4863,9,61,9,10;0
4864,6,66,9,1;4
4865,6,79,9,1;4
4866,1,76,0,1;5
4867,6,58,9,1;4
4868,14,75,0,5;7
4869,9,72,9,10;0
4870,3,58,4,10;5
4871,14,75,0,5;7
4872,3,77,4,10;5
4873,12,60,4,1;0
4874,6,54,9,1;4
4875,6,71,9,1;4
4876,14,61,0,5;7
4877,1,67,0,1;5
4878,6,57,9,1;4
4879,3,62,4,10;5
4880,9,74,9,10;0
4881,6,54,9,1;4
4882,14,70,0,5;7
4883,12,76,4,1;0
4884,1,75,0,1;5
4885,14,63,0,5;7
4886,14,76,0,5;7
4887,14,50,0,5;7
4888,14,59,0,5;7
4889,12,69,4,1;0
4890,9,68,9,10;0
4891,14,56,0,5;7
4892,9,66,9,10;0
4893,3,55,4,10;5
4894,9,79,9,10;0
4895,6,62,9,1;4
4896,1,60,0,1;5
4897,9,77,9,10;0
4898,6,65,9,1;4
4899,1,63,0,1;5
4900,3,74,4,10;5
4901,1,53,0,1;5
4902,3,74,4,10;5
4903,6,62,9,1;4
4904,6,68,9,1;4
4905,14,65,0,5;7
4906,6,64,9,1;4
4907,12,69,4,1;0
4908,3,53,4,10;5
4909,9,63,9,10;0
4910,14,58,0,5;7
4911,1,55,0,1;5
4912,6,61,9,1;4
4913,3,69,4,10;5
4914,1,67,0,1;5
4915,9,51,9,10;0
4916,9,52,9,10;0
4917,1,56,0,1;5
4918,12,60,4,1;0
4919,9,75,9,10;0
4920,9,51,9,10;0
4921,1,62,0,1;5
4922,14,69,0,5;7
4923,9,70,9,10;0
4924,12,64,4,1;0
4925,12,63,4,1;0
4926,1,74,0,1;5
4927,3,57,4,10;5
4928,6,76,9,1;4
4929,9,70,9,10;0
4930,1,74,0,1;5
4931,14,62,0,5;7
4932,9,75,9,10;0
4933,1,54,0,1;5
4934,12,67,4,1;0
4935,12,50,4,1;0
4936,14,56,0,5;7
4937,6,76,9,1;4
4938,12,80,4,1;0
4939,14,73,0,5;7
4940,1,61,0,1;5
4941,6,61,9,1;4
4942,6,74,9,1;4
4943,12,59,4,1;0
4944,9,76,9,10;0
4945,9,75,9,10;0
4946,9,78,9,10;0
4947,3,76,4,10;5
4948,3,75,4,10;5
4949,9,55,9,10;0
4950,3,76,4,10;5
4951,14,64,0,5;7
4952,6,56,9,1;4
4953,9,63,9,10;0
4954,6,79,9,1;4
4955,3,79,4,10;5
4956,9,79,9,10;0
4957,12,50,4,1;0
4958,3,72,4,10;5
4959,3,63,4,10;5
4960,3,78,4,10;5
4961,14,64,0,5;7
4962,3,67,4,10;5
4963,12,67,4,1;0
4964,1,78,0,1;5
4965,3,75,4,10;5
4966,3,63,4,10;5
4967,14,61,0,5;7
4968,14,67,0,5;7
4969,6,57,9,1;4
4970,3,72,4,10;5
4971,3,56,4,10;5
4972,6,69,9,1;4
4973,9,72,9,10;0
4974,14,74,0,5;7
4975,14,61,0,5;7
4976,14,78,0,5;7
4977,12,64,4,1;0
4978,14,55,0,5;7
4979,3,63,4,10;5
4980,3,77,4,10;5
4981,12,66,4,1;0
4982,9,60,9,10;0
4983,3,54,4,10;5
4984,9,66,9,10;0
4985,1,52,0,1;5
4986,14,72,0,5;7
4987,9,58,9,10;0
4988,14,56,0,5;7
4989,12,51,4,1;0
4990,12,58,4,1;0
4991,3,56,4,10;5
4992,12,77,4,1;0
4993,14,80,0,5;7
4994,14,50,0,5;7
4995,9,52,9,10;0
4996,12,72,4,1;0
4997,6,73,9,1;4
4998,3,50,4,10;5
4999,1,63,0,1;5
5000,3,70,4,10;5
5001,14,70,0,5;7
5002,6,52,9,1;4
5003,14,66,0,5;7
5004,14,65,0,5;7
5005,1,80,0,1;5
5006,6,80,9,1;4
5007,9,60,9,10;0
5008,3,63,4,10;5
5009,12,59,4,1;0
5010,6,65,9,1;4
5011,9,67,9,10;0
5012,6,60,9,1;4
5013,14,63,0,5;7
5014,12,60,4,1;0
5015,1,80,0,1;5
5016,1,60,0,1;5
5017,6,63,9,1;4
5018,1,64,0,1;5
5019,6,56,9,1;4
5020,1,70,0,1;5
5021,12,71,4,1;0
5022,12,61,4,1;0
5023,6,76,9,1;4
5024,12,57,4,1;0
5025,3,70,4,10;5
5026,6,55,9,1;4
5027,3,58,4,10;5
5028,6,62,9,1;4
5029,12,66,4,1;0
5030,12,77,4,1;0
5031,3,57,4,10;5
5032,6,68,9,1;4
5033,6,62,9,1;4
5034,12,68,4,1;0
5035,12,51,4,1;0
5036,6,78,9,1;4
5037,6,77,9,1;4
5038,12,64,4,1;0
5039,14,50,0,5;7
5040,12,73,4,1;0
5041,3,62,4,10;5
5042,6,73,9,1;4
5043,14,55,0,5;7
5044,3,68,4,10;5
5045,1,61,0,1;5
5046,1,54,0,1;5
5047,6,63,9,1;4
5048,9,55,9,10;0
5049,9,62,9,10;0
5050,14,54,0,5;7
5051,12,78,4,1;0
5052,14,68,0,5;7
5053,12,58,4,1;0
5054,3,73,4,10;5
5055,3,70,4,10;5
5056,14,61,0,5;7
5057,9,76,9,10;0
5058,3,57,4,10;5
5059,14,70,0,5;7
5060,12,60,4,1;0
5061,1,79,0,1;5
5062,9,79,9,10;0
5063,9,62,9,10;0
5064,9,69,9,10;0
5065,14,72,0,5;7
5066,9,51,9,10;0
5067,6,69,9,1;4
5068,14,66,0,5;7
5069,9,56,9,10;0
5070,14,71,0,5;7
5071,9,52,9,10;0
5072,9,61,9,10;0
5073,9,56,9,10;0
5074,6,50,9,1;4
5075,1,68,0,1;5
5076,12,59,4,1;0
5077,9,64,9,10;0
5078,1,59,0,1;5
5079,3,67,4,10;5
5080,3,53,4,10;5
5081,1,77,0,1;5
5082,6,51,9,1;4
5083,14,75,0,5;7
5084,14,58,0,5;7
5085,6,64,9,1;4
5086,6,77,9,1;4
5087,14,66,0,5;7
5088,9,78,9,10;0
5089,14,80,0,5;7
5090,3,52,4,10;5
5091,12,75,4,1;0
5092,9,53,9,10;0
5093,6,59,9,1;4
5094,1,79,0,1;5
